Comercializador,Mercado,Nivel de Tensión,G,T,D,C,COT,P,R,CU,CU + COT
VATIA,CAQUETA,1 COMP,316.3108,62.1955,240.8885,27.8495,26.97,75.349,36.7813,759.3746,786.3446
VATIA,CAQUETA,1 US,316.3108,62.1955,212.1632,27.8495,26.97,75.349,36.7813,730.6493,757.6193
VATIA,CAQUETA,2,316.3108,62.1955,179.4642,27.8495,26.5,24.6381,36.7813,647.2394,673.7394
VATIA,CAQUETA,3,316.3108,62.1955,79.8218,27.8495,25.95,19.1129,36.7813,542.0718,568.0218
VATIA,CARIBE MAR,1 OR,317.113,62.1955,214.7089,52.0581,85.86,134.4919,36.7813,817.3487,903.2087
VATIA,CARIBE MAR,1 COMP,317.113,62.1955,196.7902,52.0581,85.86,134.4919,36.7813,799.43,885.29
VATIA,CARIBE MAR,1 US,317.113,62.1955,178.8715,52.0581,85.86,134.4919,36.7813,781.5113,867.3713
VATIA,CARIBE MAR,2,317.113,62.1955,139.8606,52.0581,62.74,40.6492,36.7813,648.6577,711.3977
VATIA,CARIBE MAR,3,317.113,62.1955,108.9225,52.0581,0,29.6402,36.7813,606.7106,606.7106
VATIA,CARIBE SOL,1 OR,317.1131,62.1955,133.0225,55.1999,14.99,97.2584,36.7813,701.5707,716.5607
VATIA,CARIBE SOL,1 COMP,317.1131,62.1955,122.709,55.1999,14.99,97.2584,36.7813,691.2572,706.2472
VATIA,CARIBE SOL,1 US,317.1131,62.1955,112.3954,55.1999,14.99,97.2584,36.7813,680.9436,695.9336
VATIA,CARIBE SOL,2,317.1131,62.1955,92.1323,55.1999,0,43.056,36.7813,606.4781,606.4781
VATIA,CARIBE SOL,3,317.1131,62.1955,72.9073,55.1999,0,39.2226,36.7813,583.4197,583.4197
VATIA,CARTAGO,1 OR,317.5481,62.1955,265.262,28.5875,0,74.4927,36.7813,784.8671,784.8671
VATIA,CARTAGO,1 COMP,317.5481,62.1955,245.5625,28.5875,0,74.4927,36.7813,765.1676,765.1676
VATIA,CARTAGO,1 US,317.5481,62.1955,225.8631,28.5875,0,74.4927,36.7813,745.4682,745.4682
VATIA,CARTAGO,2,317.5481,62.1955,153.457,28.5875,0,26.4105,36.7813,624.9799,624.9799
VATIA,CARTAGO,3,317.5481,62.1955,94.9269,28.5875,0,22.0789,36.7813,562.1182,562.1182
VATIA,CASANARE,1 OR,317.5919,62.1955,269.6139,27.3357,21.33,79.5861,36.7813,793.1044,814.4344
VATIA,CASANARE,1 COMP,317.5919,62.1955,223.0739,27.3357,21.33,79.5861,36.7813,746.5644,767.8944
VATIA,CASANARE,1 US,317.5919,62.1955,176.5338,27.3357,21.33,79.5861,36.7813,700.0243,721.3543
VATIA,CASANARE,2,317.5919,62.1955,179.4642,27.3357,0,33.928,36.7813,657.2966,657.2966
VATIA,CASANARE,3,317.5919,62.1955,79.8218,27.3357,0,29.4809,36.7813,553.2071,553.2071
VATIA,CAUCA,1 OR,317.8981,62.1955,265.262,31.2144,0,73.4717,36.7813,786.823,786.823
VATIA,CAUCA,1 COMP,317.8981,62.1955,221.7972,31.2144,0,73.4717,36.7813,743.3582,743.3582
VATIA,CAUCA,1 US,317.8981,62.1955,178.3325,31.2144,0,73.4717,36.7813,699.8935,699.8935
VATIA,CAUCA,2,317.8981,62.1955,153.457,31.2144,0,29.3385,36.7813,630.8848,630.8848
VATIA,CAUCA,3,317.8981,62.1955,94.9269,31.2144,0,24.8447,36.7813,567.8609,567.8609
VATIA,HUILA,1 OR,316.7296,62.1955,302.8913,32.0996,18.8805,69.1665,36.7813,819.7638,838.6443
VATIA,HUILA,1 COMP,316.7296,62.1955,278.114,32.0996,18.8805,69.1665,36.7813,794.9865,813.867
VATIA,HUILA,1 US,316.7296,62.1955,253.3368,32.0996,18.8805,69.1665,36.7813,770.2093,789.0898
VATIA,HUILA,2,316.7296,62.1955,192.3819,31.9996,35.1874,27.7291,36.7813,667.817,703.0044
VATIA,HUILA,3,316.7296,62.1955,129.1811,32.0996,63.2395,21.5279,36.7813,598.415,661.6545
VATIA,META,1 OR,316.9047,62.1955,269.6139,27.0942,47.72,60.7549,36.7813,773.3445,821.0645
VATIA,META,1 COMP,316.9047,62.1955,253.5966,27.0942,47.72,60.7549,36.7813,757.3272,805.0472
VATIA,META,1 US,316.9047,62.1955,
