Comercializador,Mercado,Nivel de Tensión,G,T,D,C,COT,P,R,CU,CU + COT
ELECTROHUILA,HUILA,2,304.2095,62.1955,188.3506,-65.7338,33.7100,25.9670,39.8452,588.5440,622.2540
ELECTROHUILA,HUILA,3,304.2095,62.1955,127.3489,-70.9138,38.8900,20.0798,39.8452,521.5551,560.4451
ELECTROMETA,META,1 OR,304.3811,62.1955,262.4731,-88.5039,61.0700,57.1224,39.8452,698.5834,759.6534
ELECTROMETA,META,1 COMP,304.3811,62.1955,246.4204,-88.5039,61.0700,57.1224,39.8452,682.5308,743.6008
ELECTROMETA,META,1 US,304.3811,62.1955,230.3678,-88.5039,61.0700,57.1224,39.8452,666.4782,727.5482
ELECTROMETA,META,2,304.3811,62.1955,181.0986,-67.3639,39.9300,25.8594,39.8452,586.0459,625.9759
ELECTROMETA,META,3,304.3811,62.1955,79.7306,-55.7139,28.2800,20.1922,39.8452,478.6307,506.9107
CEDENAR,NARIÑO,1 OR,303.0948,62.1955,261.0380,-74.1669,42.4000,59.7766,39.8452,694.1832,736.5832
CEDENAR,NARIÑO,1 COMP,303.0948,62.1955,231.5097,-74.1669,42.4000,59.7766,39.8452,664.6549,707.0549
CEDENAR,NARIÑO,1 US,303.0948,62.1955,201.9813,-74.1669,42.4000,59.7766,39.8452,635.1265,677.5265
CEDENAR,NARIÑO,2,303.0948,62.1955,153.1842,-73.6669,41.9000,20.2309,39.8452,546.7837,588.6837
CEDENAR,NARIÑO,3,303.0948,62.1955,94.3738,-55.6869,23.9200,14.1522,39.8452,481.8946,505.8146
CENS,NORTE DE SANTANDER,1 OR,305.2998,62.1955,326.9453,-83.1575,53.1200,66.6216,39.8452,770.8699,824.0099
CENS,NORTE DE SANTANDER,1 COMP,305.2998,62.1955,299.0402,-83.1575,53.1200,66.6216,39.8452,742.9648,796.0848
CENS,NORTE DE SANTANDER,1 US,305.2998,62.1955,271.1350,-83.1575,53.1200,66.6216,39.8452,715.0596,768.1796
CENS,NORTE DE SANTANDER,2,305.2998,62.1955,206.2744,-63.2175,33.1800,21.5160,39.8452,605.0934,638.2734
CENS,NORTE DE SANTANDER,3,305.2998,62.1955,90.8879,-69.4375,39.4000,22.1386,39.8452,490.3295,529.7295
EEP,PEREIRA,1 OR,305.2955,62.1955,326.9453,-31.0026,0.0000,56.8604,39.8452,760.1393,760.1393
EEP,PEREIRA,1 COMP,305.2955,62.1955,303.5294,-31.0026,0.0000,56.8604,39.8452,736.7234,736.7234
EEP,PEREIRA,1 US,305.2955,62.1955,280.1135,-31.0026,0.0000,56.8604,39.8452,713.3076,713.3076
EEP,PEREIRA,2,305.2955,62.1955,206.2744,-31.0026,0.0000,23.7372,39.8452,606.2452,606.2452
EEP,PEREIRA,3,305.2955,62.1955,90.8879,-31.0026,0.0000,20.7876,39.8452,487.9216,487.9216
PUTUMAYO,PUTUMAYO,1 OR,304.6911,62.1955,262.4731,-27.9718,0.0000,70.1918,39.8452,711.3249,711.3249
PUTUMAYO,PUTUMAYO,1 COMP,304.6911,62.1955,221.8230,-27.9718,0.0000,70.1918,39.8452,670.6748,670.6748
PUTUMAYO,PUTUMAYO,1 US,304.6911,62.1955,181.1728,-27.9718,0.0000,70.1918,39.8452,629.9246,629.9246
PUTUMAYO,PUTUMAYO,2,304.6911,62.1955,181.0986,-27.9718,0.0000,25.7769,39.8452,585.5355,585.5355
PUTUMAYO,PUTUMAYO,3,304.6911,62.1955,79.7306,-27.9718,0.0000,14.2960,39.8452,472.7866,472.7866
EDEQ,QUINDIO,1 OR,304.6995,62.1955,326.9453,-122.0431,92.5400,58.8365,39.8452,763.0189,855.5589
EDEQ,QUINDIO,1 COMP,304.6995,62.1955,301.7222,-122.0431,92.5400,58.8365,39.8452,737.7958,830.3358
EDEQ,QUINDIO,1 US,304.6995,62.1955,276.4991,-122.0431,92.5400,58.8365,39.8452,712.5727,805.1127
EDEQ,QUINDIO,2,304.6995,62.1955,206.2744,-86.0331,56.5300,24.9688,39.8452,608.4803,664.9803
EDEQ,QUINDIO,3,304.6995,62.1955,90.8879,-63.3331,33.8300,19.0271,39.8452,487.1521,520.9821
ESSA,SANTANDER,1 OR,305.3275,62.1955,326.9453,-79.4200,39.8700,67.6708,39.8452,762.4343,802.3043
ESSA,SANTANDER,1 COMP,305.3275,62.1955,281.1741,-79.4200,39.8700,67.6708,39.8452,716.6831,756.5531
ESSA,SANTANDER,1 US,305.3275,62.1955,235.4030,-79.4200,39.8700,67.6708,39.8452,670.9320,710.8020
ESSA,SANTANDER,2,305.3275,62.1955,206.2744,-62.7900,23.2400,24.7179,39.8452,598.6005,621.8405
ESSA,SANTANDER,3,305.3275,62.1955,90.8879,-64.0000,24.4500,18.7742,39.8452,477.5803,502.0303
ENERTOLIMA,TOLIMA,1 OR,305.3583,62.1955,299.0111,-133.4634,105.3700,79.5345,39.8452,757.8512,863.2212
ENERTOLIMA,TOLIMA,1 COMP,305.3583,62.1955,250.5186,-133.4634,105.3700,79.5345,39.8452,709.3587,814.7287
ENERTOLIMA,TOLIMA,1 US,305.3583,62.1955,202.0260,-133.4634,105.3700,79.5345,39.8452,660.8661,766.2361
ENERTOLIMA,TOLIMA,2,305.3583,62.1955,188.3506,-28.0934,0.0000,35.9202,39.8452,603.6764,603.6764
ENERTOLIMA,TOLIMA,3,305.3583,62.1955,127.3489,-28.0934,0.0000,26.8969,39.8452,533.6514,533.6514
CETSA,TULUA,1 OR,304.8658,62.1955,261.0380,-26.5870,0.0000,56.1973,39.8452,697.5548,697.5548
CETSA,TULUA,1 COMP,304.8658,62.1955,233.3982,-26.5870,0.0000,56.1973,39.8452,669.9150,669.9150
CETSA,TULUA,1 US,304.8658,62.1955,205.7585,-26.5870,0.0000,56.1973,39.8452,642.2753,642.2753
CETSA,TULUA,2,304.8658,62.1955,153.1842,-111.2870,84.7000,23.7193,39.8452,557.2230,641.9230
CETSA,TULUA,3,304.8658,62.1955,94.3738,-98.0270,71.4400,18.1902,39.8452,492.8435,564.2835
EPSA,VALLE,1 OR,305.3213,62.1955,261.0380,-92.9316,63.5300,59.2953,39.8452,698.2937,761.8237
EPSA,VALLE,1 COMP,305.3213,62.1955,225.3585,-92.9316,63.5300,59.2953,39.8452,662.6142,726.1442
EPSA,VALLE,1 US,305.3213,62.1955,189.6790,-92.9316,63.5300,59.2953,39.8452,626.9347,690.4647
EPSA,VALLE,2,305.3213,62.1955,153.1842,-29.4016,0.0000,24.9078,39.8452,555.9524,555.9524
EPSA,VALLE,3,305.3213,62.1955,94.3738,-29.4016,0.0000,21.2498,39.8452,493.4840,493.4840
CODENSA-EEC,BOGOTA,1 OR,305.1741,62.1955,299.0111,-30.4537,0.0000,61.3611,39.8452,737.1333,737.1333
CODENSA-EEC,BOGOTA,1 COMP,305.1741,62.1955,272.3748,-30.4537,0.0000,61.3611,39.8452,710.4970,710.4970
CODENSA-EEC,BOGOTA,1 US,305.1741,62.1955,245.7385,-30.4537,0.0000,61.3611,39.8452,683.8607,683.8607
CODENSA-EEC,BOGOTA,2,305.1741,62.1955,188.3506,-68.3437,37.8900,20.7386,39.8452,586.0503,623.9403
CODENSA-EEC,BOGOTA,3,305.1741,62.1955,127.3489,-63.2437,32.7900,20.1147,39.8452,523.2247,556.0147
EPM-EADE,ANTIOQUIA,1 OR,305.2716,62.1955,326.9453,-59.3638,45.2200,63.6825,39.8452,783.8963,829.1163
EPM-EADE,ANTIOQUIA,1 COMP,305.2716,62.1955,291.4128,-59.3638,45.2200,63.6825,39.8452,748.3638,793.5838
EPM-EADE,ANTIOQUIA,1 US,305.2716,62.1955,255.8803,-59.3638,45.2200,63.6825,39.8452,712.8313,758.0513
EPM-EADE,ANTIOQUIA,2,305.2716,62.1955,206.2744,-35.1838,21.0400,19.3841,39.8452,619.7270,640.7670
EPM-EADE,ANTIOQUIA,3,305.2716,62.1955,90.8879,-33.6138,19.4700,17.2598,39.8452,501.4662,520.9362
