Comercializador,Mercado,Nivel de Tensión,G,T,D,C,COT,P,R,CU,CU + COT
VATIA,CARIBE SOL,2,304.5854,56.7575,86.2877,51.5677,0,41.2606,41.1439,581.6028,581.6028
VATIA,CARIBE SOL,3,304.5854,56.7575,62.6232,51.5677,0,37.6159,41.1439,554.2936,554.2936
VATIA,CARTAGO,1 COMP,305.0123,56.7575,241.0808,27.9987,0,70.1508,41.1439,742.144,742.144
VATIA,CARTAGO,3,305.0123,56.7575,94.3738,27.9987,0,20.408,41.1439,545.6942,545.6942
VATIA,CARTAGO,2,305.0123,56.7575,153.1842,27.9987,0,24.5104,41.1439,608.607,608.607
VATIA,CARTAGO,1 US,305.0123,56.7575,221.1235,27.9987,0,70.1508,41.1439,722.1867,722.1867
VATIA,CARTAGO,1 OR,305.0123,56.7575,261.038,27.9987,0,70.1508,41.1439,762.1012,762.1012
VATIA,CASANARE,1 OR,305.0552,56.7575,262.4731,27.5723,21.68,75.7631,41.1439,768.7651,790.4451
VATIA,CASANARE,1 US,305.0552,56.7575,178.4567,27.5723,21.68,75.7631,41.1439,684.7487,706.4287
VATIA,CASANARE,1 COMP,305.0552,56.7575,220.4649,27.5723,21.68,75.7631,41.1439,726.7569,748.4369
VATIA,CASANARE,2,305.0552,56.7575,181.0986,27.5723,0,32.4195,41.1439,644.047,644.047
VATIA,CASANARE,3,305.0552,56.7575,79.7306,27.5723,0,28.1893,41.1439,538.4488,538.4488
VATIA,CAUCA,1 US,305.3553,56.7575,170.5647,30.9441,0,69.4408,41.1439,674.2063,674.2063
VATIA,CAUCA,1 OR,305.3553,56.7575,261.038,30.9441,0,69.4408,41.1439,764.6796,764.6796
VATIA,CAUCA,1 COMP,305.3553,56.7575,215.8014,30.9441,0,69.4408,41.1439,719.443,719.443
VATIA,CAUCA,3,305.3553,56.7575,94.3738,30.9441,0,23.279,41.1439,551.8536,551.8536
VATIA,CAUCA,2,305.3553,56.7575,153.1842,30.9441,0,27.5457,41.1439,614.9307,614.9307
VATIA,ANTIOQUIA,1 US,305.2716,56.7575,255.8803,14.1438,45.22,63.6825,41.1439,736.8796,782.0996
VATIA,ANTIOQUIA,1 OR,305.2716,56.7575,326.9453,14.1438,45.22,63.6825,41.1439,807.9446,853.1646
VATIA,ANTIOQUIA,1 COMP,305.2716,56.7575,291.4128,14.1438,45.22,63.6825,41.1439,772.4121,817.6321
VATIA,ANTIOQUIA,2,305.2716,56.7575,206.2744,14.1438,21.04,19.3841,41.1439,642.9753,664.0153
VATIA,ANTIOQUIA,3,305.2716,56.7575,90.8879,14.1438,19.47,17.2598,41.1439,525.4645,544.9345
VATIA,HUILA,1 OR,304.2095,56.7575,299.0111,32.0238,20.98,65.2998,41.1439,798.4456,819.4256
VATIA,HUILA,1 US,304.2095,56.7575,249.0443,32.0238,20.98,65.2998,41.1439,748.4788,769.4588
VATIA,HUILA,1 COMP,304.2095,56.7575,274.0277,32.0238,20.98,65.2998,41.1439,773.4622,794.4422
VATIA,HUILA,2,304.2095,56.7575,188.3506,32.0238,33.71,25.967,41.1439,648.4523,682.1623
VATIA,HUILA,3,304.2095,56.7575,127.3489,32.0238,38.89,20.0798,41.1439,581.5634,620.4534
VATIA,META,1 COMP,304.3811,56.7575,246.4204,27.4339,61.07,57.1224,41.1439,733.2592,794.3292
VATIA,META,1 US,304.3811,56.7575,230.3678,27.4339,61.07,57.1224,41.1439,717.2066,778.2766
VATIA,META,1 OR,304.3811,56.7575,262.4731,27.4339,61.07,57.1224,41.1439,749.3119,810.3819
VATIA,META,2,304.3811,56.7575,181.0986,28.4339,39.93,25.8594,41.1439,636.6744,676.6044
VATIA,META,3,304.3811,56.7575,79.7306,27.4339,28.28,20.1922,41.1439,529.6392,557.9192
VATIA,NARIÑO,1 OR,303.0948,56.7575,261.038,31.7669,42.4,59.7766,41.1439,753.5777,795.9777
VATIA,NARIÑO,1 US,303.0948,56.7575,201.9813,31.7669,42.4,59.7766,41.1439,694.521,736.921
VATIA,NARIÑO,1 COMP,303.0948,56.7575,231.5097,31.
