Comercializador,Mercado,Nivel de Tensión,G,T,D,C,COT,P,R,CU,CU + COT
ENERTOTAL,NORTE DE SANTANDER,2,389.94,62.20,207.54,44.16,33.30,27.11,39.85,770.80,804.10
ENERTOTAL,NORTE DE SANTANDER,3,389.94,62.20,91.38,44.16,33.66,27.89,39.85,655.42,689.08
ENERTOTAL,PEREIRA,1 OR,350.11,62.20,322.13,42.31,0.00,64.88,39.85,881.47,881.47
ENERTOTAL,PEREIRA,1 COMP,350.11,62.20,298.87,42.31,0.00,64.88,39.85,858.21,858.21
ENERTOTAL,PEREIRA,1 US,350.11,62.20,275.61,42.31,0.00,64.88,39.85,834.95,834.95
ENERTOTAL,PEREIRA,2,350.11,62.20,207.54,42.31,0.00,27.00,39.85,729.00,729.00
ENERTOTAL,PEREIRA,3,350.11,62.20,91.38,42.31,0.00,23.63,39.85,609.47,609.47
ENERTOTAL,PUTUMAYO,1 OR,386.32,62.20,322.13,37.59,0.00,64.88,39.85,912.97,912.97
ENERTOTAL,PUTUMAYO,1 US,386.32,62.20,258.37,37.59,0.00,64.88,39.85,849.20,849.20
ENERTOTAL,PUTUMAYO,2,386.32,62.20,207.54,37.59,0.00,15.05,39.85,
