Comercializador,Mercado,Nivel de Tensión,G,T,D,C,COT,P,R,CU,CU + COT
QI,CASANARE,1 OR,336.2545,54.6881,255.5851,26.3311,20.7173,80.7576,71.1722,824.7886,845.5059
QI,CASANARE,1 US,336.2545,54.6881,172.5617,26.3311,20.7173,80.7576,71.1722,741.7652,762.4825
QI,CASANARE,2,336.2545,54.6881,178.7218,26.3311,0.0000,33.9121,71.1722,701.0798,701.0798
QI,CASANARE,3,336.2545,54.6881,78.9687,26.3311,0.0000,29.3333,71.1722,596.7479,596.7479
QI,CAUCA,1 OR,341.2117,54.6881,266.0141,30.7711,0.0000,75.3095,71.1722,839.1667,839.1667
QI,CAUCA,1 US,341.2117,54.6881,179.1360,30.7711,0.0000,75.3095,71.1722,752.2886,752.2886
QI,CAUCA,2,341.2117,54.6881,154.2833,30.7711,0.0000,29.4921,71.1722,681.6185,681.6185
QI,CAUCA,3,341.2117,54.6881,95.1502,30.7711,0.0000,24.8272,71.1722,617.8205,617.8205
QI,HUILA,1 OR,347.8553,54.6881,299.8483,33.6539,20.3432,71.7947,71.1722,879.0125,899.3557
QI,HUILA,1 US,347.8553,54.6881,249.9744,33.6539,20.3432,71.7947,71.1722,829.1386,849.4818
QI,HUILA,2,347.8553,54.6881,187.5697,33.6539,34.8433,27.9149,71.1722,722.8541,757.6974
QI,HUILA,3,347.8553,54.6881,126.9278,33.6539,31.1937,21.3471,71.1722,655.6444,686.8381
QI,META,1 OR,351.5149,54.6881,255.5851,27.9075,58.9782,63.8970,71.1722,824.7648,883.7430
QI,META,1 US,351.5149,54.6881,223.8114,27.9075,58.9782,63.8970,71.1722,792.9911,851.9693
QI,META,2,351.5149,54.6881,178.7218,27.9075,39.3503,28.7184,71.1722,712.7229,752.0732
QI,META,3,351.5149,54.6881,78.9687,27.9075,26.5635,22.3423,71.1722,606.5937,633.1572
QI,NARIÑO,1 OR,324.0947,54.6881,266.0141,33.0001,43.2652,62.8989,71.1722,811.8681,855.1333
QI,NARIÑO,1 COMP,324.0947,54.6881,236.9490,33.0001,43.2652,62.8989,71.1722,782.8030,826.0682
QI,NARIÑO,1 US,324.0947,54.6881,207.8838,33.0001,43.2652,62.8989,71.1722,753.7378,797.0030
QI,NARIÑO,2,324.0947,54.6881,154.2833,33.0001,45.2457,21.2669,71.1722,658.5053,703.7510
QI,NARIÑO,3,324.0947,54.6881,95.1502,33.0001,25.9322,14.8694,71.1722,592.9747,618.9069
QI,NORTE SANTANDER,1 OR,350.8270,54.6881,310.9990,27.8137,50.6632,74.4349,71.1722,889.9349,940.5981
QI,NORTE SANTANDER,1 US,350.8270,54.6881,255.0713,27.8137,50.6632,74.4349,71.1722,834.0072,884.6704
QI,NORTE SANTANDER,2,350.8270,54.6881,198.8052,27.8137,31.8423,23.8945,71.1722,727.2007,759.0430
QI,NORTE SANTANDER,3,350.8270,54.6881,88.6491,27.8137,38.3176,24.5621,71.1722,617.7122,656.0298
QI,QUINDIO,1 OR,358.3016,54.6881,310.9990,28.6721,81.6414,66.7019,71.1722,890.5349,972.1763
QI,QUINDIO,1 US,358.3016,54.6881,260.9024,28.6721,81.6414,66.7019,71.1722,840.4383,922.0797
QI,QUINDIO,2,358.3016,54.6881,198.8052,28.6721,54.6559,27.9873,71.1722,739.6265,794.2824
QI,QUINDIO,3,358.3016,54.6881,88.6491,28.6721,35.9763,21.1953,71.1722,622.6784,658.6547
QI,RISARALDA,1 OR,364.3864,54.6881,310.9990,31.7609,0.0000,64.9068,71.1722,897.9134,897.9134
QI,RISARALDA,1 US,364.3864,54.6881,264.5371,31.7609,0.0000,64.9068,71.1722,851.4515,851.4515
QI,RISARALDA,2,364.3864,54.6881,198.8052,31.7609,0.0000,26.5468,71.1722,747.3596,747.3596
QI,RISARALDA,3,364.3864,54.6881,88.6491,31.7609,0.0000,23.1309,71.1722,633.7876,633.7876
QI,RUITOQUE,1 OR,366.8006,54.6881,310.9990,27.3597,0.0000,59.9506,71.1722,890.9702,890.9702
QI,RUITOQUE,1 US,366.8006,54.6881,248.2617,27.3597,0.0000,59.9506,71.1722,828.2329,828.2329
QI,RUITOQUE,2,366.8006,54.6881,198.8052,27.3597,0.0000,13.3090,71.1722,732.1348,732.1348
QI,RUITOQUE,3,366.8006,54.6881,88.6491,27.3597,0.0000,5.0865,71.1722,613.7562,613.7562
QI,SANTANDER,1 OR,355.7025,54.6881,310.9990,32.4673,39.1400,76.4475,71.1722,901.4766,940.6166
QI,SANTANDER,1 US,355.7025,54.6881,220.0578,32.4673,39.1400,76.4475,71.1722,810.5354,849.6754
QI,SANTANDER,2,355.7025,54.6881,198.8052,32.4673,23.0300,27.7427,71.1722,740.5780,763.6080
QI,SANTANDER,3,355.7025,54.6881,88.6491,32.4673,21.1600,21.0017,71.1722,623.6809,644.8409
QI,TOLIMA,1 OR,346.4659,54.6881,299.8483,30.5826,101.4000,87.4500,71.1722,890.2071,991.6071
QI,TOLIMA,1 US,346.4659,54.6881,202.7589,30.5826,101.4000,87.4500,71.1722,793.1177,894.5177
QI,TOLIMA,2,346.4659,54.6881,187.5697,30.5826,0.0000,39.0314,71.1722,729.5099,729.5099
QI,TOLIMA,3,346.4659,54.6881,126.9278,30.5826,0.0000,29.0173,71.1722,658.8539,658.8539
QI,TULUA,1 OR,361.8451,54.6881,266.0141,26.4541,0.0000,64.5240,71.1722,844.6976,844.6976
QI,TULUA,1 US,361.8451,54.6881,210.9497,26.4541,0.0000,64.5240,71.1722,789.6332,789.6332
QI,TULUA,2,361.8451,54.6881,154.2833,26.4541,75.3500,27.0955,71.1722,695.5383,770.8883
QI,TULUA,3,361.8451,54.6881,95.1502,26.4541,70.4800,20.7236,71.1722,630.0333,700.5133
QI,VALLE,1 OR,351.6550,54.6881,266.0141,30.5765,55.9400,66.8778,71.1722,840.9837,896.9237
QI,VALLE,1 US,351.6550,54.6881,194.5138,30.5765,55.9400,66.8778,71.1722,769.4834,825.4234
QI,VALLE,2,351.6550,54.6881,154.2833,30.5765,0.0000,28.2725,71.1722,690.6476,690.6476
QI,VALLE,3,351.6550,54.6881,95.1502,30.5765,0.0000,24.1734,71.1722,627.4154,627.4154
