Comercializador,Mercado,Nivel de Tensión,G,T,D,C,COT,P,R,CU,CU + COT
Enertotal,TOLIMA,1 OR,431.83,56.76,299.01,33.49,105.37,104.91,40.58,966.58,1071.95
Enertotal,TOLIMA,1 US,431.83,56.76,202.03,33.49,105.37,104.91,40.58,869.59,974.96
Enertotal,PEREIRA,2,417.27,56.76,206.27,34.96,0.00,29.03,40.58,784.87,784.87
Enertotal,PEREIRA,1 OR,417.27,56.76,326.95,34.96,0.00,72.44,40.58,948.95,948.95
Enertotal,PEREIRA,1 US,417.27,56.76,280.11,34.96,0.00,72.44,40.58,902.12,902.12
Enertotal,QUINDIO,3,405.85,56.76,90.89,32.17,33.83,23.07,40.58,649.31,683.14
Enertotal,QUINDIO,2,405.85,56.76,206.27,32.17,56.53,30.68,40.58,772.31,828.84
Enertotal,QUINDIO,1 OR,405.85,56.76,326.95,32.17,92.54,74.07,40.58,936.37,1028.91
Enertotal,QUINDIO,1 US,405.85,56.76,276.50,32.17,92.54,74.07,40.58,885.92,978.46
Enertotal,TULUA,3,412.50,56.76,94.37,45.08,71.44,22.82,40.58,672.11,743.55
Enertotal,TULUA,2,412.50,56.76,153.18,45.08,84.70,30.00,40.58,738.10,822.80
Enertotal,TULUA,1 OR,412.50,56.76,261.04,45.08,0.00,72.19,40.58,888.14,888.14
Enertotal,TULUA,1 US,412.50,56.76,205.76,45.08,0.00,72.19,40.58,832.86,832.86
Enertotal,SANTANDER,3,308.29,56.76,90.89,83.91,24.45,18.96,40.58,599.38,623.83
Enertotal,SANTANDER,2,308.29,56.76,206.27,83.91,23.24,24.96,40.58,720.76,744.00
Enertotal,SANTANDER,1 OR,308.29,56.76,326.95,83.91,39.87,68.28,40.58,884.75,924.62
Enertotal,SANTANDER,1 US,308.29,56.76,235.40,83.91,39.87,68.28,40.58,793.21,833.08
Enertotal,HUILA,3,386.23,56.76,127.35,34.84,38.89,22.81,40.58,668.56,707.45
Enertotal,HUILA,2,386.23,56.76,188.35,34.84,33.71,30.04,40.58,736.79,770.50
Enertotal,HUILA,1 OR,386.23,56.76,299.01,34.84,20.98,78.35,40.58,895.76,916.74
Enertotal,HUILA,1 US,386.23,56.76,249.04,34.84,20.98,78.35,40.58,845.80,866.78
Enertotal,META,3,393.10,56.76,79.73,30.28,28.28,24.25,40.58,624.70,652.98
Enertotal,META,2,393.10,56.76,181.10,30.28,39.93,31.32,40.58,733.14,773.07
Enertotal,META,1 OR,393.10,56.76,262.47,30.28,61.07,70.30,40.58,853.49,914.56
Enertotal,META,1 US,393.10,56.76,230.37,30.28,61.08,70.30,40.58,821.38,882.46
