Comercializador,Mercado,Nivel de Tensión,G,T,D,C,COT,P,R,CU,CU + COT
QI,CAQUETA,1 COMP,335.191,53.8357,235.800,26.411,-28.940,76.574,18.8547,718.726,747.666
QI,CAQUETA,1 US,335.191,53.8357,208.800,26.411,-28.940,76.574,18.8547,691.726,720.666
QI,CAQUETA,2,335.191,53.8357,181.172,26.411,-27.640,24.606,18.8547,612.431,640.071
QI,CAQUETA,3,335.191,53.8357,80.784,26.411,-29.910,18.943,18.8547,504.109,534.019
QI,CARTAGO,1 OR,361.979,53.8357,273.211,30.042,0.000,80.353,18.8547,818.275,818.275
QI,CARTAGO,1 COMP,361.979,53.8357,253.727,30.042,0.000,80.353,18.8547,798.791,798.791
QI,CARTAGO,1 US,361.979,53.8357,233.443,30.042,0.000,80.353,18.8547,778.508,778.508
QI,CARTAGO,2,361.979,53.8357,159.980,30.042,0.000,27.846,18.8547,652.537,652.537
QI,CARTAGO,3,361.979,53.8357,98.831,30.042,0.000,23.140,18.8547,586.683,586.683
QI,CASANARE,1 OR,334.529,53.8357,265.829,26.996,-21.495,80.226,18.8547,758.775,780.270
QI,CASANARE,1 COMP,334.529,53.8357,224.636,26.996,-21.495,80.226,18.8547,717.582,739.077
QI,CASANARE,1 US,334.529,53.8357,183.443,26.996,-21.495,80.226,18.8547,676.389,697.884
QI,CASANARE,2,334.529,53.8357,181.172,26.996,0.000,33.669,18.8547,649.057,649.057
QI,CASANARE,3,334.529,53.8357,80.784,26.996,0.000,29.111,18.8547,544.110,544.110
QI,CAUCA,1 OR,339.268,53.8357,273.211,31.952,0.000,74.535,18.8547,791.657,791.657
QI,CAUCA,1 COMP,339.268,53.8357,230.005,31.952,0.000,74.535,18.8547,748.451,748.451
QI,CAUCA,1 US,339.268,53.8357,186.798,31.952,0.000,74.535,18.8547,705.245,705.245
QI,CAUCA,2,339.268,53.8357,159.980,31.952,0.000,29.023,18.8547,632.913,632.913
QI,CAUCA,3,339.268,53.8357,98.831,31.952,0.000,24.397,18.8547,567.139,567.139
QI,CESAR,1 OR,353.282,53.8357,200.730,52.317,-80.606,125.998,18.8547,732.066,812.672
QI,CESAR,1 COMP,353.282,53.8357,172.337,52.317,-80.606,125.998,18.8547,703.673,784.279
QI,CESAR,1 US,353.282,53.8357,165.362,52.317,-80.606,125.998,18.8547,696.698,777.304
QI,CESAR,2,353.282,53.8357,108.370,52.317,-80.606,25.958,18.8547,589.517,670.123
QI,CESAR,3,353.282,53.8357,97.500,52.317,-80.606,13.727,18.8547,576.200,656.806
QI,CHOCO,1 OR,306.606,53.8357,265.829,111.749,-43.915,70.126,18.8547,822.061,865.976
QI,CHOCO,1 COMP,306.606,53.8357,243.385,111.749,-43.915,70.126,18.8547,799.617,843.532
QI,CHOCO,1 US,306.606,53.8357,184.941,111.749,-43.915,70.126,18.8547,741.173,785.088
QI,CHOCO,2,306.606,53.8357,181.172,111.749,-43.915,25.820,18.8547,653.528,697.443
QI,CHOCO,3,306.606,53.8357,80.784,111.749,-43.915,14.367,18.8547,541.256,585.171
QI,CORDOBA,1 OR,353.282,53.8357,200.730,52.317,-80.606,125.998,18.8547,732.066,812.672
QI,CORDOBA,1 COMP,353.282,53.8357,172.337,52.317,-80.606,125.998,18.8547,703.673,784.279
QI,CORDOBA,1 US,353.282,53.8357,165.362,52.317,-80.606,125.998,18.8547,696.698,777.304
QI,CORDOBA,2,353.282,53.8357,108.370,52.317,-80.606,25.958,18.8547,589.517,670.123
QI,CORDOBA,3,353.282,53.8357,97.500,52.317,-80.606,13.727,18.8547,576.200,656.806
QI,CUNDINAMARCA,1 OR,359.852,53.8357,296.326,32.860,0.000,69.781,18.8547,831.509,831.509
QI,CUNDINAMARCA,1 COMP,359.852,53.8357,270.133,32.860,0.000,69.781,18.8547,805.316,805.316
QI,CUNDINAMARCA,1 US,359.852,53.8357,243.941,32.860,0.000,69.781,18.8547,779.123,779.123
QI,CUNDINAMARCA,2,359.852,53.8357,193.147,32.860,-34.340,23.304,18.8547,647.513,681.853
QI,CUNDINAMARCA,3,359.852,53.8357,130.569,32.860,-24.920,22.560,18.8547,585.751,618.531
QI,HUILA,1 OR,345.619,53.8357,296.326,34.561,-19.934,71.599,18.8547,800.862,820.796
QI,HUILA,1 COMP,345.619,53.8357,272.331,34.561,-19.934,71.599,18.8547,776.867,796.801
QI,HUILA,1 US,345.619,53.8357,248.331,34.561,-19.934,71.599,18.8547,752.867,772.801
QI,HUILA,2,345.619,53.8357,193.147,34.561,-32.889,28.038,18.8547,641.167,674.056
QI,HUILA,3,345.619,53.8357,130.569,34.561,-36.315,21.518,18.8547,568.643,604.958
QI,LA GUAJIRA,1 OR,353.282,53.8357,156.734,46.229,-13.018,86.132,18.8547,685.064,698.082
QI,LA GUAJIRA,1 COMP,353.282,53.8357,128.340,46.229,-13.018,86.132,18.8547,656.670,669.688
QI,LA GUAJIRA,1 US,353.282,53.8357,104.344,46.229,-13.018,86.132,18.8547,632.674,645.692
QI,LA GUAJIRA,2,353.282,53.8357,108.370,46.229,-13.018,26.084,18.8547,576.622,589.640
QI,LA GUAJIRA,3,353.282,53.8357,63.901,46.229,-13.018,23.969,18.8547,546.054,559.072
QI,MAGDALENA,1 OR,353.282,53.8357,156.734,46.229,-13.018,86.132,18.8547,685.064,698.082
QI,MAGDALENA,1 COMP,353.282,53.8357,128.340,46.229,-13.018,86.132,18.8547,656.670,669.688
QI,MAGDALENA,1 US,353.282,53.8357,104.344,46.229,-13.018,86.132,18.8547,632.674,645.692
QI,MAGDALENA,2,353.282,53.8357,108.370,46.229,-13.018,26.084,18.8547,576.622,589.640
QI,MAGDALENA,3,353.282,53.8357,63.901,46.229,-13.018,23.969,18.8547,546.054,559.072
QI,META,1 OR,349.118,53.8357,265.829,28.472,-61.182,63.353,18.8547,718.281,779.463
QI,META,1 COMP,349.118,53.8357,249.663,28.472,-61.182,63.353,18.8547,702.115,763.297
QI,META,1 US,349.118,53.8357,233.496,28.472,-61.182,63.353,18.8547,685.948,747.130
QI,META,2,349.118,53.8357,181.172,28.472,-39.401,28.442,18.8547,620.494,659.895
QI,META,3,349.118,53.8357,80.784,28.472,-27.004,22.116,18.8547,526.176,553.180
QI,NARIÑO,1 OR,322.903,53.8357,273.211,33.994,-41.710,62.570,18.8547,723.658,765.368
QI,NARIÑO,1 COMP,322.903,53.8357,249.290,33.994,-41.710,62.570,18.8547,699.737,741.447
QI,NARIÑO,1 US,322.903,53.8357,215.368,33.994,-41.710,62.570,18.8547,665.815,707.525
QI,NARIÑO,2,322.903,53.8357,149.980,33.994,-42.140,21.745,18.8547,558.332,600.472
QI,NARIÑO,3,322.903,53.8357,98.831,33.994,-24.171,14.778,18.8547,519.026,543.197
QI,NORTE DE SANTANDER,1 OR,348.461,53.8357,308.582,28.154,-51.208,73.892,18.8547,780.571,831.779
QI,NORTE DE SANTANDER,1 COMP,348.461,53.8357,280.696,28.154,-51.208,73.892,18.8547,752.685,803.893
QI,NORTE DE SANTANDER,1 US,348.461,53.8357,252.810,28.154,-51.208,73.892,18.8547,724.799,776.007
QI,NORTE DE SANTANDER,2,348.461,53.8357,202.815,28.154,-32.097,23.731,18.8547,643.754,675.851
QI,NORTE DE SANTANDER,3,348.461,53.8357,89.815,28.154,-37.348,24.396,18.8547,526.168,563.516
QI,PEREIRA,1 OR,361.424,53.8357,308.582,31.992,0.000,64.322,18.8547,839.010,839.010
QI,PEREIRA,1 COMP,361.424,53.8357,285.699,31.992,0.000,64.322,18.8547,816.127,816.127
QI,PEREIRA,1 US,361.424,53.8357,262.430,31.992,0.000,64.322,18.8547,792.858,792.858
QI,PEREIRA,2,361.424,53.8357,202.815,31.992,0.000,26.296,18.8547,695.217,695.217
QI,PEREIRA,3,361.424,53.8357,89.815,31.992,0.000,22.910,18.8547,578.831,578.831
QI,QUINDIO,1 OR,355.607,53.8357,308.582,29.009,-84.153,66.159,18.8547,748.885,832.047
QI,QUINDIO,1 COMP,355.607,53.8357,284.199,29.009,-84.153,66.159,18.8547,724.502,808.664
QI,QUINDIO,1 US,355.607,53.8357,259.562,29.009,-84.153,66.159,18.8547,699.865,784.027
QI,QUINDIO,2,355.607,53.8357,202.815,29.009,-53.327,27.762,18.8547,634.556,687.883
QI,QUINDIO,3,355.607,53.8357,89.815,29.009,-41.027,21.025,18.8547,527.120,568.147
QI,SANTANDER,1 OR,353.122,53.8357,308.582,32.845,-39.300,75.842,18.8547,803.780,843.080
QI,SANTANDER,1 COMP,353.122,53.8357,263.476,32.845,-39.300,75.842,18.8547,758.674,797.974
QI,SANTANDER,1 US,353.122,53.8357,217.970,32.845,-39.300,75.842,18.8547,713.169,752.469
QI,SANTANDER,2,353.122,53.8357,202.815,32.845,-23.430,27.524,18.8547,665.566,688.996
QI,SANTANDER,3,353.122,53.8357,89.815,32.845,-25.700,20.837,18.8547,543.609,569.309
QI,TOLIMA,1 OR,344.291,53.8357,296.326,31.308,-100.040,86.868,18.8547,731.444,831.484
QI,TOLIMA,1 COMP,344.291,53.8357,244.737,31.308,-100.040,86.868,18.8547,679.855,779.895
QI,TOLIMA,1 US,344.291,53.8357,199.925,31.308,-100.040,86.868,18.8547,635.043,735.083
QI,TOLIMA,2,344.291,53.8357,193.147,31.308,0.000,38.742,18.8547,680.179,680.179
QI,TOLIMA,3,344.291,53.8357,130.569,31.308,0.000,28.785,18.8547,607.644,607.644
QI,TULUA,1 OR,358.994,53.8357,273.211,27.466,-80.130,63.987,18.8547,716.218,796.348
QI,TULUA,1 COMP,358.994,53.8357,236.329,27.466,-80.130,63.987,18.8547,679.336,759.466
QI,TULUA,1 US,358.994,53.8357,218.446,27.466,-80.130,63.987,18.8547,661.453,741.583
QI,TULUA,2,358.994,53.8357,159.980,27.466,-80.130,26.876,18.8547,565.876,646.006
QI,TULUA,3,358.994,53.8357,98.831,27.466,-67.750,20.559,18.8547,511.324,578.540
QI,VALLE,1 OR,349.252,53.8357,273.211,31.443,-57.350,66.362,18.8547,735.608,792.958
QI,VALLE,1 COMP,349.252,53.8357,237.652,31.443,-57.350,66.362,18.8547,700.049,757.399
QI,VALLE,1 US,349.252,53.8357,202.092,31.443,-57.350,66.362,18.8547,664.489,721.839
QI,VALLE,2,349.252,53.8357,159.980,31.443,0.000,28.050,18.8547,641.415,641.415
QI,VALLE,3,349.252,53.8357,98.831,31.443,0.000,23.985,18.8547,576.202,576.202
